Movie Hebrew name,Movie name,Extra name,Year,Movie type,Grade,Lead actor\ess,Language
המתמחה,The Intern,,2015,Comedy,Good,Anne Hathaway,English
הלילה שלפני,The Night Before,,2015,Comedy,Very good,Seth Rogen,English
,The Ridiculous 6,,2015,Comedy,OK,Adam Sandler,English
עסקים לא גמורים,Unfinished Business,,2015,Comedy,OK,Vince Vaughn,English
חופשה בהפרעה,Vacation,,2015,Comedy,Good,Christina Applegate,English
,Waffle Street,,2015,Comedy,Less,Danny Glover,English
יציאה מלכותית,A Royal Night Out,,2015,Comedy,OK,,English
אהבה בהפרעה,Accidental Love,,2015,Comedy,Less,Jessica Biel,English
,All in Time,,2015,Comedy,Less,,English
כל הדרכים מובילות לרומא,All Roads Lead to Rome,,2015,Comedy,OK,Sarah Jessica Parker,English
אלוהה,Aloha,,2015,Comedy,Good,Emma Stone,English
,Eisenstein in Guanajuato,,2015,Comedy,Less,,English
"שלום, קוראים לי דוריס","Hello, My Name Is Doris",,2015,Comedy,Good,Sally Field,English
,It Had to Be You,,2015,Comedy,OK,,English
,Jane Wants a Boyfriend,,2015,Comedy,Less,,English
דייט בהפתעה,Man Up,,2015,Comedy,OK,,English
מעמד הפנאי,The Leisure Class,,2015,Comedy,Less,Bridget Regan,English
שושבין להשכרה,The Wedding Ringer,,2015,Comedy,OK,,English
אסון מהלך,Trainwreck,,2015,Comedy,OK,Amy Schumer,English
,All American Bikini Car Wash,,2015,Comedy,Less,Scarlet Red,English
,American Beach House,,2015,Comedy,Less,,English
,Bad Roomies,,2015,Comedy,Less,,English
משימה סוף,Barely Lethal,,2015,Comedy,OK,Samuel L. Jackson,English
,Bikini Model Academy,,2015,Comedy,Less,,English
,Staten Island Summer,,2015,Comedy,OK,,English
מתויגת,The DUFF,,2015,Comedy,OK,,English
מרדף לוהט,Hot Pursuit,,2015,Comedy,Less,Reese Witherspoon,English
קונג-פיורי,Kung Fury,,2015,Comedy,Good,,English
,Nina Forever,,2015,Comedy,Less,,English
פיקסלים,Pixels,,2015,Comedy,Good,Adam Sandler,English
סמוש: הסרט,Smosh: The Movie,,2015,Comedy,Less,,English
השורדות האחרונות,The Final Girls,,2015,Comedy,OK,Taissa Farmiga,English
דרך קלוברפילד 10,10 Cloverfield Lane,,2016,Horror,Pass,John Goodman,English
להתעורר מפחד,Before I Wake,,2016,Horror,Less,,English
,Beyond the Gates,,2016,Horror,Less,,English
,Hush,,2016,Horror,Less,,English
,The Forest,,2016,Horror,Less,,English
,The Veil,,2016,Horror,Less,,English
,For the Love of Spock,,2016,Documentry,Good,Leonard Nimoy,English
,HyperNormalisation,,2016,Documentry,OK,,English
,"Lo and Behold, Reveries of the Connected World",,2016,Documentry,OK,,English
,Michael Moore in TrumpLand,,2016,Documentry,OK,Michael Moore,English
,Rats,,2016,Documentry,Less,,English
,Supersonic,Oasis: Supersonic,2016,Documentry,Less,,English
,Zero Days,,2016,Documentry,Good,,English
נשות המאה ה 20,20th Century Women,,2016,Drama,Less,Annette Bening,English
,A Hologram for the King,,2016,Drama,OK,Tom Hanks,English
,A Monster Calls,,2016,Drama,Less,Sigourney Weaver,English
,A United Kingdom,,2016,Drama,OK,,English
,All the Way,,2016,Drama,Less,,English
,All We Had,,2016,Drama,Less,Katie Holmes,English
לבד בברלין,Alone in Berlin,,2016,Drama,Less,Emma Thompson,English
,Always Shine,,2016,Drama,Less,,English
פסטורליה אמריקנית,American Pastoral,,2016,Drama,Good,Jennifer Connelly,English
,Blue Jay,,2016,Drama,Less,,English
,Buster's Mal Heart,,2016,Drama,Less,,English
,Captain Fantastic,,2016,Drama,Good,,English
,Carrie Pilby,,2016,Drama,Less,Gabriel Byrne,English
,Certain Women,,2016,Drama,Less,Michelle Williams,English
,Christine,,2016,Drama,Less,,English
יופי נסתר,Collateral Beauty,,2016,Drama,OK,Will Smith,English
,Confirmation,,2016,Drama,Good,Treat Williams,English
,Denial,,2016,Drama,Good,Rachel Weisz,English
,Donald Cried,,2016,Drama,Less,,English
,El rey del Once,,2016,Drama,Less,,Spanish
,Equity,,2016,Drama,Less,,English
,Exposed,,2016,Drama,Less,Keanu Reeves,English
,Foreign Land,,2016,Drama,OK,,English
הסוכן,Forushande,The Salesman,2016,Drama,Less,,Arabic
מאחורי המספרים,Hidden Figures,,2016,Drama,Good,Kevin Costner,English
,"I, Daniel Blake",,2016,Drama,Less,,English
,I'm Not Ashamed,,2016,Drama,OK,,English
התפקחות,Indignation,,2016,Drama,Good,,English
,Jackie,,2016,Drama,Good,Natalie Portman,English
,Julieta,,2016,Drama,OK,,Spanish
,Kicks,,2016,Drama,OK,,English
הקומונה,Kollektivet,,2016,Drama,Less,,Norw-Fin-Swed
,La fille inconnue,,2016,Drama,OK,,French
,L'avenir,,2016,Drama,Less,,French
סארו - הדרך הביתה,Lion,,2016,Drama,OK,Nicole Kidman,English
חי את הלילה,Live by Night,,2016,Drama,Less,Ben Affleck,English
מנצ'סטר ליד הים,Manchester by the Sea,,2016,Drama,Less,Casey Affleck,English
,Manhattan Night,Manhattan Nocturne,2016,Drama,Less,Adrien Brody,English
ללכת בדרכך,Me Before You,,2016,Drama,Good,Emilia Clarke,English
,Miracles from Heaven,,2016,Drama,OK,Jennifer Garner,English
מפלצת הכסף,Money Monster,,2016,Drama,Good,George Clooney,English
אור ירח,Moonlight,,2016,Drama,Less,,English
,Neerja,,2016,Drama,Good,,Asian
,New Life,,2016,Drama,Less,,English
,Norman,Norman: The Moderate Rise and Tragic Fall of a New York Fixer,2016,Drama,OK,Richard Gere,English
פריז יכולה לחכות,Paris yekhola lekhakot,,2016,Drama,OK,Diane Lane,English
,Paterson,,2016,Drama,Less,,English
הגיבורים של בוסטון,Patriots Day,,2016,Drama,Good,Mark Wahlberg,English
,Personal Shopper,,2016,Drama,Less,Kristen Stewart,English
,Prevenge,,2016,Drama,Less,,English
מועדון שנות השמונים,Sing Street,,2016,Drama,OK,,English
,Sully,,2016,Drama,OK,Tom Hanks,English
,Suntan,,2016,Drama,Less,,French
,Tallulah,,2016,Drama,OK,,English
,The Choice,,2016,Drama,Less,,English
,The Devil and the Deep Blue Sea ,The Book of Love,2016,Drama,OK,Jessica Biel,English
המייסד,The Founder,,2016,Drama,OK,Michael Keaton,English
,The Land,,2016,Drama,Less,,English
,The Levelling,,2016,Drama,Less,,English
אור בין האוקיאנוסים,The Light Between Oceans,,2016,Drama,OK,Rachel Weisz,English
,The Model,,2016,Drama,Less,,English
,The Secret Scripture,,2016,Drama,Less,,English
,The Ticket,,2016,Drama,Less,Malin Akerman,English
,Tramps,,2016,Drama,Less,,English
,White Girl,,2016,Drama,OK,,English
סופת חול,סופת חול,Sand Storm,2016,Drama,OK,,Arabic
,A Street Cat Named Bob,,2016,Drama,Less,,English
,Café Society,Cafe Society,2016,Drama,OK,Jesse Eisenberg,English
,Catfight,,2016,Drama,OK,Alicia Silverstone,English
,Don't Think Twice,,2016,Drama,Less,,English
,Elvis & Nixon,,2016,Drama,Less,Kevin Spacey,English
,Florence Foster Jenkins,,2016,Drama,Less,Meryl Streep,English
חיים משוגעים,Like Crazy,La pazza gioia,2016,Drama,Less,,Spanish
,Miss Stevens,,2016,Drama,Less,,English
,Morris from America,,2016,Drama,OK,,English
יום האם,Mother's Day,,2016,Drama,Less,Jennifer Aniston,English
,Mr. Church,,2016,Drama,OK,Eddie Murphy,English
,My Blind Brother,,2016,Drama,OK,,English
,Ordinary World,,2016,Drama,Less,,English
,Other People,,2016,Drama,Less,,English
זרים מושלמים,Perfetti sconosciuti,Perfect Strangers,2016,Drama,Less,,Italian
המטפלת,The Carer,,2016,Drama,Less,,English
,The Comedian,,2016,Drama,Good,Robert De Niro,English
,The Confirmation,,2016,Drama,Less,Clive Owen,English
,The Fundamentals of Caring,,2016,Drama,OK,Paul Rudd,English
זמן משפחתי,The Hollars,,2016,Drama,OK,Anna Kendrick,English
,The Intervention,,2016,Drama,Less,,English
,Toni Erdmann,,2016,Drama,OK,,German
כלבי מלחמה,War Dogs,,2016,Drama,OK,Jonah Hill,English
,Wiener-Dog,,2016,Drama,Less,,English
בעלי ברית,Allied ,,2016,Drama,Less,Brad Pitt,English
,Lady Macbeth,,2016,Drama,Less,,English
,Les innocentes,The Innocents,2016,Drama,OK,,French
,Lída Baarová,The Devil's Mistress,2016,Drama,OK,,German
שתיקה,Silence,,2016,Drama,OK,Liam Neeson,English
הנשיקה האחרונה של הקיסר,The Exception,,2016,Drama,OK,,English
שעתם היפה,Their Finest,,2016,Drama,OK,Gemma Arterton,English
,Eddie the Eagle,,2016,Drama,Less,,English
,Emma's Chance,,2016,Drama,OK,,English
,Pelé: Birth of a Legend,,2016,Drama,Less,,Spanish
המרוץ,Race ,,2016,Drama,OK,,English
,Undrafted,,2016,Drama,Less,,English
,Wolves,,2016,Drama,Less,Carla Gugino,English
בן חור,Ben-Hur,,2016,Adventure,OK,Ayelet Zurer,English
,Burn Your Maps,,2016,Adventure,OK,Vera Farmiga,English
אסון בלב ים,Deepwater Horizon,,2016,Adventure,Good,Mark Wahlberg,English
מלחמת האלים,Gods of Egypt,,2016,Adventure,OK,,English
מכורים לזהב,Gold,,2016,Adventure,Less,Matthew McConaughey,English
,Hunt for the Wilderpeople,,2016,Adventure,Good,Sam Neill,English
קונג: אי הגולגולת,Kong: Skull Island,,2016,Adventure,OK,Samuel L. Jackson,English
,Lost in the Pacific,,2016,Adventure,Less,,English
האשליה 2,Now You See Me 2,,2016,Adventure,Very good,Lizzy Caplan,English
,Swiss Army Man,,2016,Adventure,Less,Daniel Radcliffe,English
,The Curse of Sleeping Beauty,,2016,Adventure,Less,,English
שעה של גיבורים,The Finest Hours,,2016,Adventure,Good,Chris Pine,English
הצייד:מלחמת החורף,The Huntsman: Winter's War,,2016,Adventure,Good,Jessica Chastain,English
האגדה של טרזן,The Legend of Tarzan,,2016,Adventure,OK,,English
העיר האבודה Z,The Lost City of Z,,2016,Adventure,Less,,English
,The Northlander,,2016,Adventure,Less,,English
אבינו,אבינו,Our Father,2016,Israeli,Less,,Hebrew
החטאים,החטאים,Past Life,2016,Israeli,OK,Nelly Tagar,English
הלהקה האחרונה בלבנון,הלהקה האחרונה בלבנון,The Last Band in Lebanon,2016,Israeli,OK,Ofer Shechter,English
ילד טוב ירושלים,ילד טוב ירושלים,,2016,Israeli,OK,Amos Tamam,English
ישמח חתני,ישמח חתני,,2016,Israeli,OK,Orna Banai,English
לעבור את הקיר,לעבור את הקיר,,2016,Israeli,Good,Amos Tamam,English
שבוע ויום,שבוע ויום,One Week and a Day,2016,Israeli,OK,Shai Avivi,English
,2307: Winter's Dream,,2016,SF,Less,,English
מפוצלים: נאמנים,Allegiant,,2016,SF,Good,Shailene Woodley,English
,ARQ,,2016,SF,Less,,English
המפגש,Arrival,,2016,SF,Very good,Amy Adams,English
אמונת המתנקש,Assassin's Creed,,2016,SF,Good,,English
בטמן נגד סופרמן - שחר הצדק,Batman v Superman: Dawn of Justice,,2016,SF,Good,Amy Adams,English
,Beta Test,,2016,SF,Less,,English
קפטן אמריקה: מלחמת האזרחים,Captain America: Civil War,,2016,SF,Good,Scarlett Johansson,English
,Colossal,,2016,SF,OK,Anne Hathaway,English
,Deadpool,,2016,SF,Good,Ryan Reynolds,English
,Doctor Strange,,2016,SF,Good,Rachel McAdams,English
חיות הפלא והיכן למצוא אותן,Fantastic Beasts and Where to Find Them,,2016,SF,Good,,English
מכסחות השדים,Ghostbusters ,,2016,SF,OK,Kristen Wiig,English
היום השלישי: התחדשות,Independence Day: Resurgence,,2016,SF,Good,Jeff Goldblum,English
,Interstellar Wars,,2016,SF,Less,,English
,Kill Command,,2016,SF,Less,,English
,Max Steel,,2016,SF,OK,Andy Garcia,English
,Midnight Special,,2016,SF,OK,Kirsten Dunst,English
המעון של מיס פרגרין לילדים משונים,Miss Peregrine's Home for Peculiar Children,,2016,SF,OK,Samuel L. Jackson,English
,Officer Downe,,2016,SF,Bad,,English
,Pandemic,,2016,SF,OK,,English
,Paradox,,2016,SF,Less,,English
הנוסעים,Passengers,,2016,SF,Good,Jennifer Lawrence,English
האויב מבפנים: פרק הסיום,Resident Evil: The Final Chapter,,2016,SF,OK,Milla Jovovich,English
רוג אחת: סיפור מלחמת הכוכבים,Rogue One,Rogue One: A Star Wars Story,2016,SF,Great,Forest Whitaker,English
,Science Fiction Volume One: The Osiris Child,,2016,SF,Less,,English
סטאר טרק: אל האינסוף,Star Trek Beyond,,2016,SF,Good,Chris Pine,English
יחידת המתאבדים,Suicide Squad,,2016,SF,OK,Will Smith,English
,Swap,WEAPONiZED,2016,SF,Less,,English
הגל החמישי,The 5th Wave,,2016,SF,OK,,English
,The Bad Batch,,2016,SF,Less,,English
החומה הגדולה,The Great Wall,,2016,SF,Good,Matt Damon,English
,Underworld: Blood Wars,,2016,SF,OK,Kate Beckinsale,English
,Virtual Revolution,,2016,SF,Less,,English
וורקראפט: ההתחלה,Warcraft,,2016,SF,OK,,English
X-מן: אפוקליפסה,X-Men: Apocalypse,,2016,SF,Good,Jennifer Lawrence,English
מתח גבוה,High Strung,,2016,Musical,OK,,English
,La La Land,,2016,Musical,OK,Emma Stone,English
,Massive Attack: Voodoo in My Blood,,2016,Musical,Less,Rosamund Pike,English
,Swing State,,2016,Musical,Less,,English
,A Kind of Murder,,2016,Thriller,Less,Jessica Biel,English
,Anthropoid,,2016,Thriller,OK,,English
,Burn Country,,2016,Thriller,Less,James Franco,English
,Come and Find Me,,2016,Thriller,Less,,English
קרימינל,Criminal,,2016,Thriller,Good,Kevin Costner,English
,Darkweb,,2016,Thriller,Less,Danny Glover,English
,Edge of Winter,,2016,Thriller,Less,,English
היא,Elle,,2016,Thriller,Less,,French
,Hacker,,2016,Thriller,OK,,English
באש ובמים,Hell or High Water,,2016,Thriller,Good,Jeff Bridges,English
,Home Invasion,,2016,Thriller,Less,Natasha Henstridge,English
איש הצללים,I.T.,,2016,Thriller,Less,Pierce Brosnan,English
,Imperium,,2016,Thriller,Less,Daniel Radcliffe,English
התופת,Inferno,,2016,Thriller,Good,Tom Hanks,English
ג'ק ריצ'ר: אין דרך חזרה,Jack Reacher: Never Go Back,,2016,Thriller,Good,Tom Cruise,English
ההונאה,Misconduct ,,2016,Thriller,OK,Al Pacino,English
,Miss Sloane,,2016,Thriller,Good,Jessica Chastain,English
משחקי חובה,Nerve ,,2016,Thriller,Good,Dave Franco,English
יצורים ליליים,Nocturnal Animals,,2016,Thriller,OK,Amy Adams,English
,Operation Avalanche,,2016,Thriller,Less,,English
בוגד משלנו,Our Kind of Traitor,,2016,Thriller,Good,Ewan McGregor,English
המרגל סנוודן,Snowden,,2016,Thriller,Good,Joseph Gordon-Levitt,English
,Teo-neol,Tunnel,2016,Thriller,OK,,Asian
,Term Life,,2016,Thriller,OK,Hailee Steinfeld,English
,The 9th Life of Louis Drax,,2016,Thriller,Less,,English
הנערה על הרכבת,The Girl on the Train,,2016,Thriller,Less,Emily Blunt,English
,The Good Neighbor,,2016,Thriller,Less,James Caan,English
,The Hollow Point,,2016,Thriller,Less,,English
המסתנן,The Infiltrator,,2016,Thriller,Good,Diane Kruger,English
,The Midnight Man,,2016,Thriller,Less,,English
,The Trust,,2016,Thriller,Less,Nicolas Cage,English
999,Triple 9,,2016,Thriller,Good,Woody Harrelson,English
,Cell,,2016,Thriller,Less,John Cusack,English
,The Girl with All the Gifts,,2016,Thriller,OK,,English
,The Stakelander,Stake Land II,2016,Thriller,Less,,English
,13 Hours: The Secret Soldiers of Benghazi,,2016,War,Good,,English
,Billy Lynn's Long Halftime Walk,,2016,War,Good,Vin Diesel,English
,Dad's Army,,2016,War,Less,,English
,Free State of Jones,,2016,War,OK,Matthew McConaughey,English
,Gernika,,2016,War,OK,,English
הסרבן,Hacksaw Ridge,,2016,War,Good,,English
,Mine,,2016,War,OK,,English
מצור גדוטוויל,The Siege of Jadotville,,2016,War,Good,,English
,USS Indianapolis: Men of Courage,,2016,War,Good,Nicolas Cage,English
,Whiskey Tango Foxtrot,,2016,War,OK,Tina Fey,English
,Brimstone,,2016,Western,OK,Dakota Fanning,English
לג'יין יש אקדח,Jane Got a Gun,,2016,Western,OK,Natalie Portman,English
,The Duel,,2016,Western,Less,Woody Harrelson,English
שבעת המופלאים,The Magnificent Seven,,2016,Western,OK,Denzel Washington,English
אנגרי בירדז: הסרט,Angry Birds,,2016,Animated,Less,,English
עידן הקרח: מסלול התנגשות,Ice Age: Collision Course,,2016,Animated,Good,,English
,Ice Age: The Great Egg-Scapade,,2016,Animated,Good,,English
,Kingsglaive: Final Fantasy XV,,2016,Animated,OK,,English
,Kung Fu Panda 3,,2016,Animated,OK,,English
,Moana,,2016,Animated,Very good,,English
,Ratchet ou'Clank,Ratchet and Clank,2016,Animated,Less,,English
,Robinson Crusoe,,2016,Animated,Less,,English
מסיבת נקניקיות,Sausage Party,,2016,Animated,OK,,English
לשיר,Sing,,2016,Animated,Very good,,English
החיים הסודיים של חיות המחמד,The Secret Life of Pets,,2016,Animated,Great,,English
טרולים,Trolls,,2016,Animated,Good,,English
,Zootopia,,2016,Animated,Very good,,English
אליס מבעד למראה,Alice Through the Looking Glass,,2016,Family,Good,Johnny Depp,English
,Help.I.Shrunk.the.Family,,2016,Family,Less,,English
חטיבת הביניים: השנים הגרועות בחיי,Middle School: The Worst Years of My Life,,2016,Family,OK,,English
מר תשע נשמות,Nine Lives,,2016,Family,OK,Kevin Spacey,English
העיג,The BFG,,2016,Family,OK,,English
,Bastille Day,,2016,Action,OK,Idris Elba,English
,Blood Father,,2016,Action,OK,Mel Gibson,English
,Boost,,2016,Action,Less,,English
,Code of Honor,,2016,Action,Less,Steven Seagal,English
,Crossing Point,,2016,Action,Less,,English
,Dirty Lies,,2016,Action,Less,,English
,Hard Target 2,,2016,Action,Less,,English
,I Am Wrath,,2016,Action,Less,John Travolta,English
,I Am Wrath,,2016,Action,Less,John Travolta,English
,In the Name of Ben Hur,,2016,Action,Less,,English
,Jason Bourne,,2016,Action,Very good,Matt Damon,English
,Keanu,,2016,Action,OK,,English
,Kill Ratio,,2016,Action,Less,,English
המטרה: לונדון,London Has Fallen,,2016,Action,OK,Alon Aboutboul,English
,Marauders,,2016,Action,Good,Bruce Willis,English
המכונאי 2: התחייה,Mechanic: Resurrection,,2016,Action,OK,Jason Statham,English
,Mercury Plains,,2016,Action,Less,,English
מטען יקר ערך,Precious Cargo,,2016,Action,Less,Bruce Willis,English
,Risen,,2016,Action,Less,,English
השגחה צמודה,Skiptrace,,2016,Action,Less,,English
007 - ספקטרל,Spectral,,2016,Action,OK,,English
,Standoff,,2016,Action,OK,Laurence Fishburne,English
רואה החשבון,The Accountant,,2016,Action,Good,Ben Affleck,English
הקשר האסייתי,The Asian Connection,,2016,Action,Less,Steven Seagal,English
,The Assignment,,2016,Action,Less,Sigourney Weaver,English
,The Contract,,2016,Action,Less,,English
,The Division: Agent Origins,,2016,Action,Less,,English
,The Last Heist,,2016,Action,Less,,English
,The Midnight Man,,2016,Action,Pass,,English
,Absolutely Fabulous: The Movie,,2016,Comedy,Less,,English
,Almost Christmas,,2016,Comedy,Less,Danny Glover,English
,Amateur Night,,2016,Comedy,OK,Jason Biggs,English
אימהות רעות,Bad Moms,,2016,Comedy,Good,Mila Kunis,English
,Band of Robbers,,2016,Comedy,Less,,English
,Barbershop: The Next Cut,,2016,Comedy,Good,Ice Cube,English
